no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac
0.637,0.363,no,FALSE,12,14,1,0.5,0.5,0.4615384615384616,134,experiment,0.65
0.686,0.314,no,FALSE,12,15,1,0.5357142857142857,0.4642857142857143,0.4444444444444444,134,experiment,0.65
0.689,0.311,no,FALSE,12,16,1,0.5714285714285714,0.4285714285714286,0.42857142857142855,134,experiment,0.65
0.692,0.308,no,FALSE,12,17,1,0.6071428571428571,0.3928571428571429,0.41379310344827586,134,experiment,0.65
0.734,0.266,no,FALSE,12,18,1,0.6428571428571429,0.3571428571428571,0.4,134,experiment,0.65
0.743,0.257,no,FALSE,12,19,1,0.6785714285714286,0.3214285714285714,0.3870967741935484,134,experiment,0.65
0.749,0.251,no,FALSE,12,20,1,0.7142857142857143,0.2857142857142857,0.375,134,experiment,0.65
0.753,0.247,no,FALSE,12,21,1,0.75,0.25,0.3636363636363637,134,experiment,0.65
0.835,0.165,no,FALSE,12,22,1,0.7857142857142857,0.2142857142857143,0.35294117647058826,134,experiment,0.65
0.88,0.12,no,FALSE,12,23,1,0.8214285714285714,0.1785714285714286,0.34285714285714286,134,experiment,0.65
0.884,0.116,no,FALSE,12,24,1,0.8571428571428571,0.1428571428571429,0.3333333333333333,134,experiment,0.65
0.904,0.096,no,FALSE,12,25,1,0.8928571428571429,0.1071428571428571,0.32432432432432434,134,experiment,0.65
0.91,0.09,no,FALSE,12,26,1,0.9285714285714286,0.0714285714285714,0.3157894736842105,134,experiment,0.65
0.917,0.083,no,FALSE,12,27,1,0.9642857142857144,0.0357142857142857,0.3076923076923077,134,experiment,0.65
0.937,0.063,no,FALSE,12,28,1,1,0,0.3,134,experiment,0.65
0.043,0.957,yes,TRUE,1,0,0.08333333333333333,0,1,1,135,experiment,0.65
0.078,0.922,yes,TRUE,2,0,0.16666666666666666,0,1,1,135,experiment,0.65
0.247,0.753,yes,TRUE,3,0,0.25,0,1,1,135,experiment,0.65
0.324,0.676,yes,TRUE,4,0,0.3333333333333333,0,1,1,135,experiment,0.65
0.353,0.647,yes,TRUE,5,0,0.4166666666666667,0,1,1,135,experiment,0.65
0.464,0.536,yes,TRUE,6,0,0.5,0,1,1,135,experiment,0.65
0.518,0.482,no,FALSE,6,1,0.5,0.0588235294117647,0.9411764705882352,0.8571428571428571,135,experiment,0.65
0.53,0.47,yes,TRUE,7,1,0.5833333333333334,0.0588235294117647,0.9411764705882352,0.875,135,experiment,0.65
0.624,0.376,yes,TRUE,8,1,0.6666666666666666,0.0588235294117647,0.9411764705882352,0.8888888888888888,135,experiment,0.65
0.643,0.357,yes,TRUE,9,1,0.75,0.0588235294117647,0.9411764705882352,0.9,135,experiment,0.65
0.679,0.321,yes,TRUE,10,1,0.8333333333333334,0.0588235294117647,0.9411764705882352,0.9090909090909092,135,experiment,0.65
0.694,0.306,no,FALSE,10,2,0.8333333333333334,0.1176470588235294,0.8823529411764706,0.8333333333333334,135,experiment,0.65
0.718,0.282,no,FALSE,10,3,0.8333333333333334,0.17647058823529413,0.8235294117647058,0.7692307692307693,135,experiment,0.65
0.737,0.263,yes,TRUE,11,3,0.9166666666666666,0.17647058823529413,0.8235294117647058,0.7857142857142857,135,experiment,0.65
0.741,0.259,yes,TRUE,12,3,1,0.17647058823529413,0.8235294117647058,0.8,135,experiment,0.65
0.768,0.232,no,FALSE,12,4,1,0.2352941176470588,0.7647058823529411,0.75,135,experiment,0.65
0.772,0.228,no,FALSE,12,5,1,0.29411764705882354,0.7058823529411764,0.7058823529411765,135,experiment,0.65
0.776,0.224,no,FALSE,12,6,1,0.35294117647058826,0.6470588235294117,0.6666666666666666,135,experiment,0.65
0.779,0.221,no,FALSE,12,7,1,0.4117647058823529,0.5882352941176471,0.631578947368421,135,experiment,0.65
0.784,0.216,no,FALSE,12,8,1,0.4705882352941176,0.5294117647058824,0.6,135,experiment,0.65
0.807,0.193,no,FALSE,12,9,1,0.5294117647058824,0.4705882352941176,0.5714285714285714,135,experiment,0.65
0.861,0.139,no,FALSE,12,10,1,0.5882352941176471,0.4117647058823529,0.5454545454545454,135,experiment,0.65
0.866,0.134,no,FALSE,12,11,1,0.6470588235294118,0.3529411764705882,0.5217391304347826,135,experiment,0.65
0.893,0.107,no,FALSE,12,12,1,0.7058823529411765,0.2941176470588235,0.5,135,experiment,0.65
0.895,0.105,no,FALSE,12,13,1,0.7647058823529411,0.23529411764705888,0.48,135,experiment,0.65
0.908,0.092,no,FALSE,12,14,1,0.8235294117647058,0.17647058823529416,0.4615384615384616,135,experiment,0.65
0.909,0.091,no,FALSE,12,15,1,0.8823529411764706,0.11764705882352944,0.4444444444444444,135,experiment,0.65
0.911,0.089,no,FALSE,12,16,1,0.9411764705882352,0.05882352941176472,0.42857142857142855,135,experiment,0.65
0.912,0.088,no,FALSE,12,17,1,1,0,0.41379310344827586,135,experiment,0.65
0.104,0.896,yes,TRUE,1,0,0.2,0,1,1,136,experiment,0.65
0.109,0.891,yes,TRUE,2,0,0.4,0,1,1,136,experiment,0.65
0.113,0.887,yes,TRUE,3,0,0.6,0,1,1,136,experiment,0.65
0.113,0.887,yes,TRUE,4,0,0.8,0,1,1,136,experiment,0.65
0.244,0.756,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,136,experiment,0.65
0.269,0.731,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,136,experiment,0.65
0.387,0.613,yes,TRUE,5,2,1,0.09090909090909093,0.9090909090909092,0.7142857142857143,136,experiment,0.65
0.389,0.611,no,FALSE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,136,experiment,0.65
0.406,0.594,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,136,experiment,0.65
0.456,0.544,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,136,experiment,0.65
0.499,0.501,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,136,experiment,0.65
0.499,0.501,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,136,experiment,0.65
0.503,0.497,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,136,experiment,0.65
0.508,0.492,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,136,experiment,0.65
0.571,0.429,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,136,experiment,0.65
0.589,0.411,no,FALSE,5,11,1,0.5,0.5,0.3125,136,experiment,0.65
0.593,0.407,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,136,experiment,0.65
0.636,0.364,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,136,experiment,0.65
0.682,0.318,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,136,experiment,0.65
0.703,0.297,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,136,experiment,0.65
0.725,0.275,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,136,experiment,0.65
0.728,0.272,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,136,experiment,0.65
0.754,0.246,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,136,experiment,0.65
0.836,0.164,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,136,experiment,0.65
0.879,0.121,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,136,experiment,0.65
0.929,0.071,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,136,experiment,0.65
0.942,0.058,no,FALSE,5,22,1,1,0,0.18518518518518515,136,experiment,0.65
0.056,0.944,yes,TRUE,1,0,0.2,0,1,1,137,experiment,0.65
0.062,0.938,yes,TRUE,2,0,0.4,0,1,1,137,experiment,0.65
0.079,0.921,yes,TRUE,3,0,0.6,0,1,1,137,experiment,0.65
0.149,0.851,yes,TRUE,4,0,0.8,0,1,1,137,experiment,0.65
0.304,0.696,no,FALSE,4,1,0.8,0.05263157894736842,0.9473684210526316,0.8,137,experiment,0.65
0.455,0.545,no,FALSE,4,2,0.8,0.10526315789473684,0.8947368421052632,0.6666666666666666,137,experiment,0.65
0.473,0.527,no,FALSE,4,3,0.8,0.15789473684210523,0.8421052631578947,0.5714285714285714,137,experiment,0.65
0.512,0.488,no,FALSE,4,4,0.8,0.21052631578947367,0.7894736842105263,0.5,137,experiment,0.65
0.558,0.442,no,FALSE,4,5,0.8,0.2631578947368421,0.736842105263158,0.4444444444444444,137,experiment,0.65
0.583,0.417,no,FALSE,4,6,0.8,0.3157894736842105,0.6842105263157895,0.4,137,experiment,0.65
0.597,0.403,no,FALSE,4,7,0.8,0.3684210526315789,0.631578947368421,0.3636363636363637,137,experiment,0.65
0.615,0.385,no,FALSE,4,8,0.8,0.42105263157894735,0.5789473684210527,0.3333333333333333,137,experiment,0.65
0.616,0.384,no,FALSE,4,9,0.8,0.47368421052631576,0.5263157894736843,0.3076923076923077,137,experiment,0.65
0.638,0.362,yes,TRUE,5,9,1,0.47368421052631576,0.5263157894736843,0.35714285714285715,137,experiment,0.65
0.666,0.334,no,FALSE,5,10,1,0.5263157894736842,0.4736842105263158,0.3333333333333333,137,experiment,0.65
0.678,0.322,no,FALSE,5,11,1,0.5789473684210527,0.42105263157894735,0.3125,137,experiment,0.65
0.719,0.281,no,FALSE,5,12,1,0.631578947368421,0.368421052631579,0.29411764705882354,137,experiment,0.65
0.74,0.26,no,FALSE,5,13,1,0.6842105263157895,0.3157894736842105,0.2777777777777778,137,experiment,0.65
0.746,0.254,no,FALSE,5,14,1,0.7368421052631579,0.26315789473684215,0.2631578947368421,137,experiment,0.65
0.769,0.231,no,FALSE,5,15,1,0.7894736842105263,0.21052631578947367,0.25,137,experiment,0.65
0.863,0.137,no,FALSE,5,16,1,0.8421052631578947,0.1578947368421053,0.23809523809523808,137,experiment,0.65
0.865,0.135,no,FALSE,5,17,1,0.8947368421052632,0.10526315789473684,0.2272727272727273,137,experiment,0.65
0.886,0.114,no,FALSE,5,18,1,0.9473684210526316,0.05263157894736847,0.21739130434782608,137,experiment,0.65
0.907,0.093,no,FALSE,5,19,1,1,0,0.20833333333333337,137,experiment,0.65
0.109,0.891,yes,TRUE,1,0,0.1111111111111111,0,1,1,138,experiment,0.65
0.178,0.822,yes,TRUE,2,0,0.2222222222222222,0,1,1,138,experiment,0.65
0.205,0.795,yes,TRUE,3,0,0.3333333333333333,0,1,1,138,experiment,0.65
0.236,0.764,yes,TRUE,4,0,0.4444444444444444,0,1,1,138,experiment,0.65
0.276,0.724,yes,TRUE,5,0,0.5555555555555556,0,1,1,138,experiment,0.65
0.278,0.722,yes,TRUE,6,0,0.6666666666666666,0,1,1,138,experiment,0.65
0.341,0.659,yes,TRUE,7,0,0.7777777777777778,0,1,1,138,experiment,0.65
0.389,0.611,yes,TRUE,8,0,0.8888888888888888,0,1,1,138,experiment,0.65
0.637,0.363,no,FALSE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769232,0.8888888888888888,138,experiment,0.65
0.673,0.327,yes,TRUE,9,1,1,0.07692307692307693,0.9230769230769232,0.9,138,experiment,0.65
0.701,0.299,no,FALSE,9,2,1,0.15384615384615383,0.8461538461538461,0.8181818181818182,138,experiment,0.65
0.79,0.21,no,FALSE,9,3,1,0.2307692307692308,0.7692307692307692,0.75,138,experiment,0.65
0.799,0.201,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,138,experiment,0.65
0.81,0.19,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,138,experiment,0.65
0.823,0.177,no,FALSE,9,6,1,0.4615384615384616,0.5384615384615384,0.6,138,experiment,0.65
0.832,0.168,no,FALSE,9,7,1,0.5384615384615384,0.4615384615384616,0.5625,138,experiment,0.65
0.857,0.143,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,138,experiment,0.65
0.872,0.128,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,138,experiment,0.65
0.878,0.122,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,138,experiment,0.65
0.878,0.122,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615383,0.45,138,experiment,0.65
0.893,0.107,no,FALSE,9,12,1,0.9230769230769232,0.07692307692307687,0.42857142857142855,138,experiment,0.65
0.91,0.09,no,FALSE,9,13,1,1,0,0.4090909090909091,138,experiment,0.65
0.098,0.902,yes,TRUE,1,0,0.2,0,1,1,139,experiment,0.65
0.104,0.896,yes,TRUE,2,0,0.4,0,1,1,139,experiment,0.65
0.114,0.886,yes,TRUE,3,0,0.6,0,1,1,139,experiment,0.65
0.118,0.882,yes,TRUE,4,0,0.8,0,1,1,139,experiment,0.65
0.25,0.75,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,139,experiment,0.65
0.264,0.736,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,139,experiment,0.65
0.365,0.635,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,139,experiment,0.65
0.376,0.624,yes,TRUE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,139,experiment,0.65
0.386,0.614,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,139,experiment,0.65
0.432,0.568,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,139,experiment,0.65
0.47,0.53,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,139,experiment,0.65
0.476,0.524,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,139,experiment,0.65
0.528,0.472,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,139,experiment,0.65
0.535,0.465,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,139,experiment,0.65
0.537,0.463,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,139,experiment,0.65
0.588,0.412,no,FALSE,5,11,1,0.5,0.5,0.3125,139,experiment,0.65
0.61,0.39,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,139,experiment,0.65
0.617,0.383,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,139,experiment,0.65
0.688,0.312,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,139,experiment,0.65
0.71,0.29,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,139,experiment,0.65
0.718,0.282,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,139,experiment,0.65
0.727,0.273,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,139,experiment,0.65
0.753,0.247,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,139,experiment,0.65
0.803,0.197,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,139,experiment,0.65
0.873,0.127,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,139,experiment,0.65
0.93,0.07,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,139,experiment,0.65
0.934,0.066,no,FALSE,5,22,1,1,0,0.18518518518518515,139,experiment,0.65
0.033,0.967,yes,TRUE,1,0,0.09090909090909093,0,1,1,140,experiment,0.65
0.044,0.956,yes,TRUE,2,0,0.18181818181818185,0,1,1,140,experiment,0.65
0.219,0.781,yes,TRUE,3,0,0.2727272727272727,0,1,1,140,experiment,0.65
0.273,0.727,yes,TRUE,4,0,0.3636363636363637,0,1,1,140,experiment,0.65
0.306,0.694,yes,TRUE,5,0,0.4545454545454546,0,1,1,140,experiment,0.65
0.388,0.612,yes,TRUE,6,0,0.5454545454545454,0,1,1,140,experiment,0.65
0.39,0.61,no,FALSE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,140,experiment,0.65
0.41,0.59,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,140,experiment,0.65
0.641,0.359,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,140,experiment,0.65
0.702,0.298,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,140,experiment,0.65
0.714,0.286,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,140,experiment,0.65
0.757,0.243,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,140,experiment,0.65
0.769,0.231,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,140,experiment,0.65
0.793,0.207,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,140,experiment,0.65
0.82,0.18,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,140,experiment,0.65
0.852,0.148,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,140,experiment,0.65
0.858,0.142,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,140,experiment,0.65
0.861,0.139,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,140,experiment,0.65
0.891,0.109,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,140,experiment,0.65
0.898,0.102,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,140,experiment,0.65
0.926,0.074,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,140,experiment,0.65
0.958,0.042,no,FALSE,11,11,1,1,0,0.5,140,experiment,0.65
0.043,0.957,yes,TRUE,1,0,0.2,0,1,1,141,experiment,0.65
0.056,0.944,yes,TRUE,2,0,0.4,0,1,1,141,experiment,0.65
0.063,0.937,yes,TRUE,3,0,0.6,0,1,1,141,experiment,0.65
0.133,0.867,yes,TRUE,4,0,0.8,0,1,1,141,experiment,0.65
0.301,0.699,no,FALSE,4,1,0.8,0.05263157894736842,0.9473684210526316,0.8,141,experiment,0.65
0.474,0.526,no,FALSE,4,2,0.8,0.10526315789473684,0.8947368421052632,0.6666666666666666,141,experiment,0.65
0.477,0.523,no,FALSE,4,3,0.8,0.15789473684210523,0.8421052631578947,0.5714285714285714,141,experiment,0.65
0.538,0.462,no,FALSE,4,4,0.8,0.21052631578947367,0.7894736842105263,0.5,141,experiment,0.65
0.552,0.448,no,FALSE,4,5,0.8,0.2631578947368421,0.736842105263158,0.4444444444444444,141,experiment,0.65
0.559,0.441,yes,TRUE,5,5,1,0.2631578947368421,0.736842105263158,0.5,141,experiment,0.65
0.565,0.435,no,FALSE,5,6,1,0.3157894736842105,0.6842105263157895,0.4545454545454546,141,experiment,0.65
0.576,0.424,no,FALSE,5,7,1,0.3684210526315789,0.631578947368421,0.4166666666666667,141,experiment,0.65
0.635,0.365,no,FALSE,5,8,1,0.42105263157894735,0.5789473684210527,0.38461538461538464,141,experiment,0.65
0.636,0.364,no,FALSE,5,9,1,0.47368421052631576,0.5263157894736843,0.35714285714285715,141,experiment,0.65
0.651,0.349,no,FALSE,5,10,1,0.5263157894736842,0.4736842105263158,0.3333333333333333,141,experiment,0.65
0.687,0.313,no,FALSE,5,11,1,0.5789473684210527,0.42105263157894735,0.3125,141,experiment,0.65
0.728,0.272,no,FALSE,5,12,1,0.631578947368421,0.368421052631579,0.29411764705882354,141,experiment,0.65
0.752,0.248,no,FALSE,5,13,1,0.6842105263157895,0.3157894736842105,0.2777777777777778,141,experiment,0.65
0.769,0.231,no,FALSE,5,14,1,0.7368421052631579,0.26315789473684215,0.2631578947368421,141,experiment,0.65
0.782,0.218,no,FALSE,5,15,1,0.7894736842105263,0.21052631578947367,0.25,141,experiment,0.65
0.873,0.127,no,FALSE,5,16,1,0.8421052631578947,0.1578947368421053,0.23809523809523808,141,experiment,0.65
0.873,0.127,no,FALSE,5,17,1,0.8947368421052632,0.10526315789473684,0.2272727272727273,141,experiment,0.65
0.875,0.125,no,FALSE,5,18,1,0.9473684210526316,0.05263157894736847,0.21739130434782608,141,experiment,0.65
0.92,0.08,no,FALSE,5,19,1,1,0,0.20833333333333337,141,experiment,0.65
0.103,0.897,yes,TRUE,1,0,0.2,0,1,1,142,experiment,0.65
0.108,0.892,yes,TRUE,2,0,0.4,0,1,1,142,experiment,0.65
0.112,0.888,yes,TRUE,3,0,0.6,0,1,1,142,experiment,0.65
0.118,0.882,yes,TRUE,4,0,0.8,0,1,1,142,experiment,0.65
0.222,0.778,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,142,experiment,0.65
0.228,0.772,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,142,experiment,0.65
0.375,0.625,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,142,experiment,0.65
0.383,0.617,yes,TRUE,5,3,1,0.13636363636363635,0.8636363636363636,0.625,142,experiment,0.65
0.399,0.601,no,FALSE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,142,experiment,0.65
0.451,0.549,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,142,experiment,0.65
0.488,0.512,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,142,experiment,0.65
0.523,0.477,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,142,experiment,0.65
0.536,0.464,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,142,experiment,0.65
0.538,0.462,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,142,experiment,0.65
0.539,0.461,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,142,experiment,0.65
0.584,0.416,no,FALSE,5,11,1,0.5,0.5,0.3125,142,experiment,0.65
0.624,0.376,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,142,experiment,0.65
0.642,0.358,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,142,experiment,0.65
0.694,0.306,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,142,experiment,0.65
0.703,0.297,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,142,experiment,0.65
0.726,0.274,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,142,experiment,0.65
0.751,0.249,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,142,experiment,0.65
0.761,0.239,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,142,experiment,0.65
0.809,0.191,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,142,experiment,0.65
0.873,0.127,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,142,experiment,0.65
0.921,0.079,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,142,experiment,0.65
0.928,0.072,no,FALSE,5,22,1,1,0,0.18518518518518515,142,experiment,0.65
0.143,0.857,yes,TRUE,1,0,0.1,0,1,1,143,experiment,0.65
0.182,0.818,yes,TRUE,2,0,0.2,0,1,1,143,experiment,0.65
0.199,0.801,yes,TRUE,3,0,0.3,0,1,1,143,experiment,0.65
0.222,0.778,yes,TRUE,4,0,0.4,0,1,1,143,experiment,0.65
0.235,0.765,yes,TRUE,5,0,0.5,0,1,1,143,experiment,0.65
0.272,0.728,yes,TRUE,6,0,0.6,0,1,1,143,experiment,0.65
0.367,0.633,yes,TRUE,7,0,0.7,0,1,1,143,experiment,0.65
0.385,0.615,yes,TRUE,8,0,0.8,0,1,1,143,experiment,0.65
0.457,0.543,no,FALSE,8,1,0.8,0.05263157894736842,0.9473684210526316,0.8888888888888888,143,experiment,0.65
0.568,0.432,yes,TRUE,9,1,0.9,0.05263157894736842,0.9473684210526316,0.9,143,experiment,0.65
0.57,0.43,no,FALSE,9,2,0.9,0.10526315789473684,0.8947368421052632,0.8181818181818182,143,experiment,0.65
0.624,0.376,yes,TRUE,10,2,1,0.10526315789473684,0.8947368421052632,0.8333333333333334,143,experiment,0.65
