no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac
0.469,0.531,no,FALSE,4,3,0.8,0.15789473684210523,0.8421052631578947,0.5714285714285714,125,experiment,0.65
0.522,0.478,no,FALSE,4,4,0.8,0.21052631578947367,0.7894736842105263,0.5,125,experiment,0.65
0.56,0.44,no,FALSE,4,5,0.8,0.2631578947368421,0.736842105263158,0.4444444444444444,125,experiment,0.65
0.566,0.434,no,FALSE,4,6,0.8,0.3157894736842105,0.6842105263157895,0.4,125,experiment,0.65
0.591,0.409,no,FALSE,4,7,0.8,0.3684210526315789,0.631578947368421,0.3636363636363637,125,experiment,0.65
0.595,0.405,yes,TRUE,5,7,1,0.3684210526315789,0.631578947368421,0.4166666666666667,125,experiment,0.65
0.61,0.39,no,FALSE,5,8,1,0.42105263157894735,0.5789473684210527,0.38461538461538464,125,experiment,0.65
0.631,0.369,no,FALSE,5,9,1,0.47368421052631576,0.5263157894736843,0.35714285714285715,125,experiment,0.65
0.661,0.339,no,FALSE,5,10,1,0.5263157894736842,0.4736842105263158,0.3333333333333333,125,experiment,0.65
0.672,0.328,no,FALSE,5,11,1,0.5789473684210527,0.42105263157894735,0.3125,125,experiment,0.65
0.713,0.287,no,FALSE,5,12,1,0.631578947368421,0.368421052631579,0.29411764705882354,125,experiment,0.65
0.741,0.259,no,FALSE,5,13,1,0.6842105263157895,0.3157894736842105,0.2777777777777778,125,experiment,0.65
0.777,0.223,no,FALSE,5,14,1,0.7368421052631579,0.26315789473684215,0.2631578947368421,125,experiment,0.65
0.781,0.219,no,FALSE,5,15,1,0.7894736842105263,0.21052631578947367,0.25,125,experiment,0.65
0.871,0.129,no,FALSE,5,16,1,0.8421052631578947,0.1578947368421053,0.23809523809523808,125,experiment,0.65
0.876,0.124,no,FALSE,5,17,1,0.8947368421052632,0.10526315789473684,0.2272727272727273,125,experiment,0.65
0.883,0.117,no,FALSE,5,18,1,0.9473684210526316,0.05263157894736847,0.21739130434782608,125,experiment,0.65
0.905,0.095,no,FALSE,5,19,1,1,0,0.20833333333333337,125,experiment,0.65
0.098,0.902,yes,TRUE,1,0,0.2,0,1,1,126,experiment,0.65
0.099,0.901,yes,TRUE,2,0,0.4,0,1,1,126,experiment,0.65
0.11,0.89,yes,TRUE,3,0,0.6,0,1,1,126,experiment,0.65
0.121,0.879,yes,TRUE,4,0,0.8,0,1,1,126,experiment,0.65
0.21,0.79,no,FALSE,4,1,0.8,0.04545454545454545,0.9545454545454546,0.8,126,experiment,0.65
0.257,0.743,no,FALSE,4,2,0.8,0.09090909090909093,0.9090909090909092,0.6666666666666666,126,experiment,0.65
0.392,0.608,no,FALSE,4,3,0.8,0.13636363636363635,0.8636363636363636,0.5714285714285714,126,experiment,0.65
0.394,0.606,no,FALSE,4,4,0.8,0.18181818181818185,0.8181818181818181,0.5,126,experiment,0.65
0.395,0.605,yes,TRUE,5,4,1,0.18181818181818185,0.8181818181818181,0.5555555555555556,126,experiment,0.65
0.429,0.571,no,FALSE,5,5,1,0.2272727272727273,0.7727272727272727,0.5,126,experiment,0.65
0.466,0.534,no,FALSE,5,6,1,0.2727272727272727,0.7272727272727273,0.4545454545454546,126,experiment,0.65
0.47,0.53,no,FALSE,5,7,1,0.3181818181818182,0.6818181818181819,0.4166666666666667,126,experiment,0.65
0.518,0.482,no,FALSE,5,8,1,0.3636363636363637,0.6363636363636364,0.38461538461538464,126,experiment,0.65
0.523,0.477,no,FALSE,5,9,1,0.4090909090909091,0.5909090909090908,0.35714285714285715,126,experiment,0.65
0.53,0.47,no,FALSE,5,10,1,0.4545454545454546,0.5454545454545454,0.3333333333333333,126,experiment,0.65
0.573,0.427,no,FALSE,5,11,1,0.5,0.5,0.3125,126,experiment,0.65
0.607,0.393,no,FALSE,5,12,1,0.5454545454545454,0.4545454545454546,0.29411764705882354,126,experiment,0.65
0.629,0.371,no,FALSE,5,13,1,0.5909090909090909,0.40909090909090906,0.2777777777777778,126,experiment,0.65
0.68,0.32,no,FALSE,5,14,1,0.6363636363636364,0.3636363636363637,0.2631578947368421,126,experiment,0.65
0.701,0.299,no,FALSE,5,15,1,0.6818181818181818,0.31818181818181823,0.25,126,experiment,0.65
0.702,0.298,no,FALSE,5,16,1,0.7272727272727273,0.2727272727272727,0.23809523809523808,126,experiment,0.65
0.731,0.269,no,FALSE,5,17,1,0.7727272727272727,0.2272727272727273,0.2272727272727273,126,experiment,0.65
0.736,0.264,no,FALSE,5,18,1,0.8181818181818182,0.18181818181818177,0.21739130434782608,126,experiment,0.65
0.817,0.183,no,FALSE,5,19,1,0.8636363636363636,0.13636363636363635,0.20833333333333337,126,experiment,0.65
0.871,0.129,no,FALSE,5,20,1,0.9090909090909092,0.09090909090909094,0.2,126,experiment,0.65
0.913,0.087,no,FALSE,5,21,1,0.9545454545454546,0.04545454545454541,0.19230769230769232,126,experiment,0.65
0.931,0.069,no,FALSE,5,22,1,1,0,0.18518518518518515,126,experiment,0.65
0.033,0.967,yes,TRUE,1,0,0.09090909090909093,0,1,1,127,experiment,0.65
0.063,0.937,yes,TRUE,2,0,0.18181818181818185,0,1,1,127,experiment,0.65
0.21,0.79,yes,TRUE,3,0,0.2727272727272727,0,1,1,127,experiment,0.65
0.284,0.716,yes,TRUE,4,0,0.3636363636363637,0,1,1,127,experiment,0.65
0.306,0.694,yes,TRUE,5,0,0.4545454545454546,0,1,1,127,experiment,0.65
0.421,0.579,yes,TRUE,6,0,0.5454545454545454,0,1,1,127,experiment,0.65
0.427,0.573,no,FALSE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,127,experiment,0.65
0.46,0.54,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,127,experiment,0.65
0.626,0.374,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,127,experiment,0.65
0.666,0.334,yes,TRUE,9,1,0.8181818181818182,0.09090909090909093,0.9090909090909092,0.9,127,experiment,0.65
0.702,0.298,no,FALSE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,127,experiment,0.65
0.738,0.262,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,127,experiment,0.65
0.747,0.253,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,127,experiment,0.65
0.79,0.21,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,127,experiment,0.65
0.81,0.19,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,127,experiment,0.65
0.813,0.187,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,127,experiment,0.65
0.836,0.164,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,127,experiment,0.65
0.854,0.146,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,127,experiment,0.65
0.903,0.097,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,127,experiment,0.65
0.916,0.084,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,127,experiment,0.65
0.925,0.075,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,127,experiment,0.65
0.93,0.07,no,FALSE,11,11,1,1,0,0.5,127,experiment,0.65
0.11,0.89,yes,TRUE,1,0,0.06666666666666667,0,1,1,128,experiment,0.65
0.12,0.88,yes,TRUE,2,0,0.13333333333333333,0,1,1,128,experiment,0.65
0.257,0.743,yes,TRUE,3,0,0.2,0,1,1,128,experiment,0.65
0.284,0.716,yes,TRUE,4,0,0.26666666666666666,0,1,1,128,experiment,0.65
0.286,0.714,yes,TRUE,5,0,0.3333333333333333,0,1,1,128,experiment,0.65
0.332,0.668,yes,TRUE,6,0,0.4,0,1,1,128,experiment,0.65
0.339,0.661,yes,TRUE,7,0,0.4666666666666667,0,1,1,128,experiment,0.65
0.4,0.6,yes,TRUE,8,0,0.5333333333333333,0,1,1,128,experiment,0.65
0.413,0.587,yes,TRUE,9,0,0.6,0,1,1,128,experiment,0.65
0.523,0.477,yes,TRUE,10,0,0.6666666666666666,0,1,1,128,experiment,0.65
0.547,0.453,no,FALSE,10,1,0.6666666666666666,0.0625,0.9375,0.9090909090909092,128,experiment,0.65
0.559,0.441,yes,TRUE,11,1,0.7333333333333333,0.0625,0.9375,0.9166666666666666,128,experiment,0.65
0.645,0.355,yes,TRUE,12,1,0.8,0.0625,0.9375,0.9230769230769232,128,experiment,0.65
0.672,0.328,yes,TRUE,13,1,0.8666666666666667,0.0625,0.9375,0.9285714285714286,128,experiment,0.65
0.743,0.257,yes,TRUE,14,1,0.9333333333333332,0.0625,0.9375,0.9333333333333332,128,experiment,0.65
0.775,0.225,no,FALSE,14,2,0.9333333333333332,0.125,0.875,0.875,128,experiment,0.65
0.778,0.222,yes,TRUE,15,2,1,0.125,0.875,0.8823529411764706,128,experiment,0.65
0.802,0.198,no,FALSE,15,3,1,0.1875,0.8125,0.8333333333333334,128,experiment,0.65
0.802,0.198,no,FALSE,15,4,1,0.25,0.75,0.7894736842105263,128,experiment,0.65
0.804,0.196,no,FALSE,15,5,1,0.3125,0.6875,0.75,128,experiment,0.65
0.846,0.154,no,FALSE,15,6,1,0.375,0.625,0.7142857142857143,128,experiment,0.65
0.848,0.152,no,FALSE,15,7,1,0.4375,0.5625,0.6818181818181818,128,experiment,0.65
0.851,0.149,no,FALSE,15,8,1,0.5,0.5,0.6521739130434783,128,experiment,0.65
0.857,0.143,no,FALSE,15,9,1,0.5625,0.4375,0.625,128,experiment,0.65
0.883,0.117,no,FALSE,15,10,1,0.625,0.375,0.6,128,experiment,0.65
0.886,0.114,no,FALSE,15,11,1,0.6875,0.3125,0.5769230769230769,128,experiment,0.65
0.887,0.113,no,FALSE,15,12,1,0.75,0.25,0.5555555555555556,128,experiment,0.65
0.911,0.089,no,FALSE,15,13,1,0.8125,0.1875,0.5357142857142857,128,experiment,0.65
0.911,0.089,no,FALSE,15,14,1,0.875,0.125,0.5172413793103449,128,experiment,0.65
0.919,0.081,no,FALSE,15,15,1,0.9375,0.0625,0.5,128,experiment,0.65
0.922,0.078,no,FALSE,15,16,1,1,0,0.4838709677419355,128,experiment,0.65
0.023,0.977,yes,TRUE,1,0,0.09090909090909093,0,1,1,129,experiment,0.65
0.042,0.958,yes,TRUE,2,0,0.18181818181818185,0,1,1,129,experiment,0.65
0.221,0.779,yes,TRUE,3,0,0.2727272727272727,0,1,1,129,experiment,0.65
0.272,0.728,yes,TRUE,4,0,0.3636363636363637,0,1,1,129,experiment,0.65
0.297,0.703,yes,TRUE,5,0,0.4545454545454546,0,1,1,129,experiment,0.65
0.372,0.628,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,129,experiment,0.65
0.416,0.584,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,129,experiment,0.65
0.424,0.576,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,129,experiment,0.65
0.634,0.366,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,129,experiment,0.65
0.681,0.319,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,129,experiment,0.65
0.715,0.285,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,129,experiment,0.65
0.771,0.229,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,129,experiment,0.65
0.78,0.22,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,129,experiment,0.65
0.805,0.195,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,129,experiment,0.65
0.837,0.163,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,129,experiment,0.65
0.858,0.142,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,129,experiment,0.65
0.874,0.126,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,129,experiment,0.65
0.875,0.125,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,129,experiment,0.65
0.893,0.107,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,129,experiment,0.65
0.898,0.102,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,129,experiment,0.65
0.938,0.062,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,129,experiment,0.65
0.951,0.049,no,FALSE,11,11,1,1,0,0.5,129,experiment,0.65
0.059,0.941,yes,TRUE,1,0,0.2,0,1,1,130,experiment,0.65
0.064,0.936,yes,TRUE,2,0,0.4,0,1,1,130,experiment,0.65
0.075,0.925,yes,TRUE,3,0,0.6,0,1,1,130,experiment,0.65
0.124,0.876,yes,TRUE,4,0,0.8,0,1,1,130,experiment,0.65
0.301,0.699,no,FALSE,4,1,0.8,0.05263157894736842,0.9473684210526316,0.8,130,experiment,0.65
0.449,0.551,no,FALSE,4,2,0.8,0.10526315789473684,0.8947368421052632,0.6666666666666666,130,experiment,0.65
0.474,0.526,no,FALSE,4,3,0.8,0.15789473684210523,0.8421052631578947,0.5714285714285714,130,experiment,0.65
0.533,0.467,no,FALSE,4,4,0.8,0.21052631578947367,0.7894736842105263,0.5,130,experiment,0.65
0.551,0.449,no,FALSE,4,5,0.8,0.2631578947368421,0.736842105263158,0.4444444444444444,130,experiment,0.65
0.561,0.439,no,FALSE,4,6,0.8,0.3157894736842105,0.6842105263157895,0.4,130,experiment,0.65
0.573,0.427,yes,TRUE,5,6,1,0.3157894736842105,0.6842105263157895,0.4545454545454546,130,experiment,0.65
0.596,0.404,no,FALSE,5,7,1,0.3684210526315789,0.631578947368421,0.4166666666666667,130,experiment,0.65
0.61,0.39,no,FALSE,5,8,1,0.42105263157894735,0.5789473684210527,0.38461538461538464,130,experiment,0.65
0.641,0.359,no,FALSE,5,9,1,0.47368421052631576,0.5263157894736843,0.35714285714285715,130,experiment,0.65
0.66,0.34,no,FALSE,5,10,1,0.5263157894736842,0.4736842105263158,0.3333333333333333,130,experiment,0.65
0.669,0.331,no,FALSE,5,11,1,0.5789473684210527,0.42105263157894735,0.3125,130,experiment,0.65
0.681,0.319,no,FALSE,5,12,1,0.631578947368421,0.368421052631579,0.29411764705882354,130,experiment,0.65
0.758,0.242,no,FALSE,5,13,1,0.6842105263157895,0.3157894736842105,0.2777777777777778,130,experiment,0.65
0.759,0.241,no,FALSE,5,14,1,0.7368421052631579,0.26315789473684215,0.2631578947368421,130,experiment,0.65
0.761,0.239,no,FALSE,5,15,1,0.7894736842105263,0.21052631578947367,0.25,130,experiment,0.65
0.869,0.131,no,FALSE,5,16,1,0.8421052631578947,0.1578947368421053,0.23809523809523808,130,experiment,0.65
0.874,0.126,no,FALSE,5,17,1,0.8947368421052632,0.10526315789473684,0.2272727272727273,130,experiment,0.65
0.882,0.118,no,FALSE,5,18,1,0.9473684210526316,0.05263157894736847,0.21739130434782608,130,experiment,0.65
0.897,0.103,no,FALSE,5,19,1,1,0,0.20833333333333337,130,experiment,0.65
0.078,0.922,yes,TRUE,1,0,0.1111111111111111,0,1,1,131,experiment,0.65
0.098,0.902,yes,TRUE,2,0,0.2222222222222222,0,1,1,131,experiment,0.65
0.115,0.885,yes,TRUE,3,0,0.3333333333333333,0,1,1,131,experiment,0.65
0.151,0.849,yes,TRUE,4,0,0.4444444444444444,0,1,1,131,experiment,0.65
0.151,0.849,yes,TRUE,5,0,0.5555555555555556,0,1,1,131,experiment,0.65
0.157,0.843,yes,TRUE,6,0,0.6666666666666666,0,1,1,131,experiment,0.65
0.182,0.818,yes,TRUE,7,0,0.7777777777777778,0,1,1,131,experiment,0.65
0.213,0.787,yes,TRUE,8,0,0.8888888888888888,0,1,1,131,experiment,0.65
0.351,0.649,no,FALSE,8,1,0.8888888888888888,0.04166666666666666,0.9583333333333334,0.8888888888888888,131,experiment,0.65
0.458,0.542,no,FALSE,8,2,0.8888888888888888,0.08333333333333333,0.9166666666666666,0.8,131,experiment,0.65
0.485,0.515,no,FALSE,8,3,0.8888888888888888,0.125,0.875,0.7272727272727273,131,experiment,0.65
0.497,0.503,no,FALSE,8,4,0.8888888888888888,0.16666666666666666,0.8333333333333334,0.6666666666666666,131,experiment,0.65
0.526,0.474,no,FALSE,8,5,0.8888888888888888,0.20833333333333337,0.7916666666666666,0.6153846153846154,131,experiment,0.65
0.529,0.471,no,FALSE,8,6,0.8888888888888888,0.25,0.75,0.5714285714285714,131,experiment,0.65
0.555,0.445,no,FALSE,8,7,0.8888888888888888,0.2916666666666667,0.7083333333333333,0.5333333333333333,131,experiment,0.65
0.584,0.416,yes,TRUE,9,7,1,0.2916666666666667,0.7083333333333333,0.5625,131,experiment,0.65
0.585,0.415,no,FALSE,9,8,1,0.3333333333333333,0.6666666666666667,0.5294117647058824,131,experiment,0.65
0.622,0.378,no,FALSE,9,9,1,0.375,0.625,0.5,131,experiment,0.65
0.637,0.363,no,FALSE,9,10,1,0.4166666666666667,0.5833333333333333,0.47368421052631576,131,experiment,0.65
0.662,0.338,no,FALSE,9,11,1,0.4583333333333333,0.5416666666666667,0.45,131,experiment,0.65
0.679,0.321,no,FALSE,9,12,1,0.5,0.5,0.42857142857142855,131,experiment,0.65
0.712,0.288,no,FALSE,9,13,1,0.5416666666666666,0.45833333333333337,0.4090909090909091,131,experiment,0.65
0.728,0.272,no,FALSE,9,14,1,0.5833333333333334,0.41666666666666663,0.391304347826087,131,experiment,0.65
0.748,0.252,no,FALSE,9,15,1,0.625,0.375,0.375,131,experiment,0.65
0.749,0.251,no,FALSE,9,16,1,0.6666666666666666,0.33333333333333337,0.36,131,experiment,0.65
0.778,0.222,no,FALSE,9,17,1,0.7083333333333334,0.29166666666666663,0.34615384615384615,131,experiment,0.65
0.783,0.217,no,FALSE,9,18,1,0.75,0.25,0.3333333333333333,131,experiment,0.65
0.789,0.211,no,FALSE,9,19,1,0.7916666666666666,0.20833333333333337,0.32142857142857145,131,experiment,0.65
0.83,0.17,no,FALSE,9,20,1,0.8333333333333334,0.16666666666666663,0.3103448275862069,131,experiment,0.65
0.835,0.165,no,FALSE,9,21,1,0.875,0.125,0.3,131,experiment,0.65
0.837,0.163,no,FALSE,9,22,1,0.9166666666666666,0.08333333333333337,0.2903225806451613,131,experiment,0.65
0.864,0.136,no,FALSE,9,23,1,0.9583333333333334,0.04166666666666663,0.28125,131,experiment,0.65
0.881,0.119,no,FALSE,9,24,1,1,0,0.2727272727272727,131,experiment,0.65
0.025,0.975,yes,TRUE,1,0,0.09090909090909093,0,1,1,132,experiment,0.65
0.028,0.972,yes,TRUE,2,0,0.18181818181818185,0,1,1,132,experiment,0.65
0.162,0.838,yes,TRUE,3,0,0.2727272727272727,0,1,1,132,experiment,0.65
0.172,0.828,yes,TRUE,4,0,0.3636363636363637,0,1,1,132,experiment,0.65
0.242,0.758,yes,TRUE,5,0,0.4545454545454546,0,1,1,132,experiment,0.65
0.36,0.64,yes,TRUE,6,0,0.5454545454545454,0,1,1,132,experiment,0.65
0.385,0.615,yes,TRUE,7,0,0.6363636363636364,0,1,1,132,experiment,0.65
0.403,0.597,no,FALSE,7,1,0.6363636363636364,0.04545454545454545,0.9545454545454546,0.875,132,experiment,0.65
0.437,0.563,no,FALSE,7,2,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.7777777777777778,132,experiment,0.65
0.439,0.561,yes,TRUE,8,2,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8,132,experiment,0.65
0.478,0.522,no,FALSE,8,3,0.7272727272727273,0.13636363636363635,0.8636363636363636,0.7272727272727273,132,experiment,0.65
0.489,0.511,no,FALSE,8,4,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.6666666666666666,132,experiment,0.65
0.569,0.431,no,FALSE,8,5,0.7272727272727273,0.2272727272727273,0.7727272727272727,0.6153846153846154,132,experiment,0.65
0.584,0.416,yes,TRUE,9,5,0.8181818181818182,0.2272727272727273,0.7727272727272727,0.6428571428571429,132,experiment,0.65
0.591,0.409,no,FALSE,9,6,0.8181818181818182,0.2727272727272727,0.7272727272727273,0.6,132,experiment,0.65
0.594,0.406,yes,TRUE,10,6,0.9090909090909092,0.2727272727272727,0.7272727272727273,0.625,132,experiment,0.65
0.604,0.396,no,FALSE,10,7,0.9090909090909092,0.3181818181818182,0.6818181818181819,0.5882352941176471,132,experiment,0.65
0.629,0.371,no,FALSE,10,8,0.9090909090909092,0.3636363636363637,0.6363636363636364,0.5555555555555556,132,experiment,0.65
0.659,0.341,no,FALSE,10,9,0.9090909090909092,0.4090909090909091,0.5909090909090908,0.5263157894736842,132,experiment,0.65
0.693,0.307,no,FALSE,10,10,0.9090909090909092,0.4545454545454546,0.5454545454545454,0.5,132,experiment,0.65
0.728,0.272,yes,TRUE,11,10,1,0.4545454545454546,0.5454545454545454,0.5238095238095238,132,experiment,0.65
0.742,0.258,no,FALSE,11,11,1,0.5,0.5,0.5,132,experiment,0.65
0.758,0.242,no,FALSE,11,12,1,0.5454545454545454,0.4545454545454546,0.4782608695652174,132,experiment,0.65
0.76,0.24,no,FALSE,11,13,1,0.5909090909090909,0.40909090909090906,0.4583333333333333,132,experiment,0.65
0.821,0.179,no,FALSE,11,14,1,0.6363636363636364,0.3636363636363637,0.44,132,experiment,0.65
0.831,0.169,no,FALSE,11,15,1,0.6818181818181818,0.31818181818181823,0.4230769230769231,132,experiment,0.65
0.848,0.152,no,FALSE,11,16,1,0.7272727272727273,0.2727272727272727,0.4074074074074074,132,experiment,0.65
0.872,0.128,no,FALSE,11,17,1,0.7727272727272727,0.2272727272727273,0.3928571428571429,132,experiment,0.65
0.884,0.116,no,FALSE,11,18,1,0.8181818181818182,0.18181818181818177,0.3793103448275862,132,experiment,0.65
0.926,0.074,no,FALSE,11,19,1,0.8636363636363636,0.13636363636363635,0.36666666666666664,132,experiment,0.65
0.929,0.071,no,FALSE,11,20,1,0.9090909090909092,0.09090909090909094,0.3548387096774194,132,experiment,0.65
0.935,0.065,no,FALSE,11,21,1,0.9545454545454546,0.04545454545454541,0.34375,132,experiment,0.65
0.943,0.057,no,FALSE,11,22,1,1,0,0.3333333333333333,132,experiment,0.65
0.025,0.975,yes,TRUE,1,0,0.09090909090909093,0,1,1,133,experiment,0.65
0.029,0.971,yes,TRUE,2,0,0.18181818181818185,0,1,1,133,experiment,0.65
0.218,0.782,yes,TRUE,3,0,0.2727272727272727,0,1,1,133,experiment,0.65
0.257,0.743,yes,TRUE,4,0,0.3636363636363637,0,1,1,133,experiment,0.65
0.286,0.714,yes,TRUE,5,0,0.4545454545454546,0,1,1,133,experiment,0.65
0.387,0.613,no,FALSE,5,1,0.4545454545454546,0.09090909090909093,0.9090909090909092,0.8333333333333334,133,experiment,0.65
0.391,0.609,yes,TRUE,6,1,0.5454545454545454,0.09090909090909093,0.9090909090909092,0.8571428571428571,133,experiment,0.65
0.41,0.59,yes,TRUE,7,1,0.6363636363636364,0.09090909090909093,0.9090909090909092,0.875,133,experiment,0.65
0.654,0.346,yes,TRUE,8,1,0.7272727272727273,0.09090909090909093,0.9090909090909092,0.8888888888888888,133,experiment,0.65
0.679,0.321,no,FALSE,8,2,0.7272727272727273,0.18181818181818185,0.8181818181818181,0.8,133,experiment,0.65
0.711,0.289,yes,TRUE,9,2,0.8181818181818182,0.18181818181818185,0.8181818181818181,0.8181818181818182,133,experiment,0.65
0.775,0.225,yes,TRUE,10,2,0.9090909090909092,0.18181818181818185,0.8181818181818181,0.8333333333333334,133,experiment,0.65
0.792,0.208,yes,TRUE,11,2,1,0.18181818181818185,0.8181818181818181,0.8461538461538461,133,experiment,0.65
0.801,0.199,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,133,experiment,0.65
0.837,0.163,no,FALSE,11,4,1,0.3636363636363637,0.6363636363636364,0.7333333333333333,133,experiment,0.65
0.837,0.163,no,FALSE,11,5,1,0.4545454545454546,0.5454545454545454,0.6875,133,experiment,0.65
0.868,0.132,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,133,experiment,0.65
0.871,0.129,no,FALSE,11,7,1,0.6363636363636364,0.3636363636363637,0.6111111111111112,133,experiment,0.65
0.902,0.098,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,133,experiment,0.65
0.904,0.096,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,133,experiment,0.65
0.931,0.069,no,FALSE,11,10,1,0.9090909090909092,0.09090909090909094,0.5238095238095238,133,experiment,0.65
0.958,0.042,no,FALSE,11,11,1,1,0,0.5,133,experiment,0.65
0.018,0.982,yes,TRUE,1,0,0.08333333333333333,0,1,1,134,experiment,0.65
0.025,0.975,yes,TRUE,2,0,0.16666666666666666,0,1,1,134,experiment,0.65
0.159,0.841,yes,TRUE,3,0,0.25,0,1,1,134,experiment,0.65
0.175,0.825,yes,TRUE,4,0,0.3333333333333333,0,1,1,134,experiment,0.65
0.181,0.819,yes,TRUE,5,0,0.4166666666666667,0,1,1,134,experiment,0.65
0.28,0.72,no,FALSE,5,1,0.4166666666666667,0.03571428571428571,0.9642857142857144,0.8333333333333334,134,experiment,0.65
0.32,0.68,yes,TRUE,6,1,0.5,0.03571428571428571,0.9642857142857144,0.8571428571428571,134,experiment,0.65
0.33,0.67,no,FALSE,6,2,0.5,0.07142857142857142,0.9285714285714286,0.75,134,experiment,0.65
0.37,0.63,no,FALSE,6,3,0.5,0.10714285714285714,0.8928571428571429,0.6666666666666666,134,experiment,0.65
0.383,0.617,yes,TRUE,7,3,0.5833333333333334,0.10714285714285714,0.8928571428571429,0.7,134,experiment,0.65
0.384,0.616,yes,TRUE,8,3,0.6666666666666666,0.10714285714285714,0.8928571428571429,0.7272727272727273,134,experiment,0.65
0.386,0.614,no,FALSE,8,4,0.6666666666666666,0.14285714285714285,0.8571428571428572,0.6666666666666666,134,experiment,0.65
0.401,0.599,no,FALSE,8,5,0.6666666666666666,0.17857142857142858,0.8214285714285714,0.6153846153846154,134,experiment,0.65
0.477,0.523,yes,TRUE,9,5,0.75,0.17857142857142858,0.8214285714285714,0.6428571428571429,134,experiment,0.65
0.519,0.481,no,FALSE,9,6,0.75,0.21428571428571427,0.7857142857142857,0.6,134,experiment,0.65
0.519,0.481,yes,TRUE,10,6,0.8333333333333334,0.21428571428571427,0.7857142857142857,0.625,134,experiment,0.65
0.521,0.479,yes,TRUE,11,6,0.9166666666666666,0.21428571428571427,0.7857142857142857,0.6470588235294118,134,experiment,0.65
0.535,0.465,no,FALSE,11,7,0.9166666666666666,0.25,0.75,0.6111111111111112,134,experiment,0.65
0.538,0.462,no,FALSE,11,8,0.9166666666666666,0.2857142857142857,0.7142857142857143,0.5789473684210527,134,experiment,0.65
0.555,0.445,yes,TRUE,12,8,1,0.2857142857142857,0.7142857142857143,0.6,134,experiment,0.65
0.568,0.432,no,FALSE,12,9,1,0.32142857142857145,0.6785714285714286,0.5714285714285714,134,experiment,0.65
0.579,0.421,no,FALSE,12,10,1,0.35714285714285715,0.6428571428571428,0.5454545454545454,134,experiment,0.65
0.601,0.399,no,FALSE,12,11,1,0.3928571428571429,0.6071428571428572,0.5217391304347826,134,experiment,0.65
0.636,0.364,no,FALSE,12,12,1,0.42857142857142855,0.5714285714285714,0.5,134,experiment,0.65
0.636,0.364,no,FALSE,12,13,1,0.4642857142857143,0.5357142857142857,0.48,134,experiment,0.65
